Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"421413";"28187357000140";"PP HEALTH ADMINISTRADORA DE BENEFÃCIOS LTDA-ME";"PP HEALTH ADMINISTRADORA DE BENEFÃCIOS";"Administradora de BenefÃ­cios";"Rua Buenos Aires";"441";"Sala 33";"Batel";"Curitiba";"PR";"80250070";"41";"30166153";;"diretoria@pphealth.com.br";"MAREDITH PEREIRA RIBEIRO SELL";"SÃ“CIA ADMINISTRADORA";1;"2018-11-28"
"422959";"41929347000109";"PRESERVE SAUDE ASSISTENCIA MEDICA LTDA";"PRESERVE";"Medicina de Grupo";"PC GIL MOREIRA";"1.0";"EDIF GIL MOREIRA SALA 4";"RECREIO";"VitÃ³ria da Conquista";"BA";"45020360";;;;"diretoria@preservesaude.com.br";"ANUCHE DE BRITO LIRA";"REPRESENTANTE LEGAL";;"2021-08-24"
"384844";"02072276000100";"PREST ODONTO LTDA";"PREST ODONTO LTDA";"Odontologia de Grupo";"RUA CORONEL JOÃƒO LEME";"688";"EV. 3";"CENTRO";"BraganÃ§a Paulista";"SP";"12900161";;;;"diretoria@prestodonto.com.br";"JOÃƒO BOSCO MUNIZ SIMON";"SÃ“CIO ADMINISTRADOR";6;"1999-01-07"
"410420";"03310432000197";"PREV-DONT ODONTOLOGICA LTDA.";"PREV-DONT";"Odontologia de Grupo";"RUA CORONEL. FRANCISCO PEREIRA";"385";"SALA 02";"MESSEJANA";"Fortaleza";"CE";"60840290";"85";"30771259";"4742060";"prevdont@gmail.com";"JOSÃ‰ ALONSO PALMEIRA DIAS";"DIRETOR PRESIDENTE";5;"2000-01-21"
"413267";"04234059000103";"PREVENT SENIOR CORPORATE OPERADORA DE SAÃšDE LTDA.";;"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTONIO";"3521";"14Âº ANDAR";"JARDIM PAULISTA";"SÃ£o Paulo";"SP";"01401001";"01";"131479192";"131479191";"juridico.rs@preventsenior.com.br";"EDUARDO FAGUNDES PARRILLO";"ADMINISTRADOR";4;"2001-03-07"
"302147";"00461479000163";"PREVENT SENIOR PRIVATE OPERADORA DE SAÃšDE LTDA";"PREVENT SENIOR";"Medicina de Grupo";"AVENIDA BRIGADEIRO LUIZ ANTÃ”NIO";"3521";"15Âº ANDAR";"JARDIM PAULISTA";"SÃ£o Paulo";"SP";"01401001";"11";"50700770";"33721579";"ps.ans@preventsenior.com.br";"FERNANDO FAGUNDES PARRILLO";"ADMINISTRADOR";4;"1998-12-22"
"421804";"29628003000156";"PREVER ADMINISTRADORA DE BENEFÃCIOS LTDA";"PREVER ADMINISTRADORA DE BENEFÃCIOS LTDA";"Administradora de BenefÃ­cios";"RUA ALFERES POLI";"1681";;"RebouÃ§as";"Curitiba";"PR";"80220050";"41";"21051370";;"wellington.alves@preverbeneficios.com.br";"WELLINGTON FRANCISCO ALVES";"Diretor";4;"2019-09-02"
"374440";"56269913000162";"PREVIDENT ASSISTÃŠNCIA ODONTOLÃ“GICA S.A";"PREVIDENT";"Odontologia de Grupo";"Rua Funchal";"538";"SL 24";"Vila OlÃ­mpia";"SÃ£o Paulo";"SP";"04551060";"11";"33230733";;"comercial@prevident.com.br";"JOSÃ‰ HERMICESAR BRILHANTE PALMEIRA";"ADMINISTRADOR";4;"1999-01-05"
"403636";"03073235000100";"PREVINA ODONTOLOGIA LTDA";"PREVINA";"Odontologia de Grupo";"RUA CAMILO CHAGAS";"275";"SALA 2";"CENTRO";"Conchal";"SP";"13835000";"19";"38663680";"38661448";"adm@previnaodonto.com.br";"AUGUSTO RAIMUNDO RIBEIRO";"ADMINISTRADOR";6;"1999-04-19"
"418307";"13951333000148";"PREVISÃƒO ADMINISTRADORA DE BENEFÃCIOS LTDA.";;"Administradora de BenefÃ­cios";"RUA DA QUITANDA";"70";"6Âª ANDAR - PARTE";"CENTRO";"Rio de Janeiro";"RJ";"20011030";"21";"25090180";;"contato@previsaobeneficios.com.br";"ERNESTO SAMUEL FLORIANO DA CRUZ CIAMPOLINI";"ADMINISTRADOR";4;"2011-11-21"
"416525";"08787782000162";"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA";"PRIMA VIDA";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"123";"SALA 2106 A 2111";"CENTRO";"Rio de Janeiro";"RJ";"20040005";"21";"32994501";;"primavida@primavida.com.br";"KLÃ‰BER BERNARDES DA SILVA";"SÃ“CIO GERENTE";3;"2008-01-30"
"424161";"49168700000189";"PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.";;"Medicina de Grupo";"AV JOSE MANARA";"450";"SALA 201";"FIM DO CAMPO";"Jarinu";"SP";"13240000";"11";"934282221";;"jampereira@hnj.com.br";"JOSOE AUGUSTO GOMES MARQUES PEREIRA";"SOCIO ADMINISTRADOR";;"2024-10-14"
"310522";"02752923000125";"PROASA - PROGRAMA ADVENTISTA DE SAÃšDE";"ADVENTIST HEALTH";"Medicina de Grupo";"AV L3 SUL";"611";"SGAS MOD. 75/76";"ASA SUL";"BrasÃ­lia";"DF";"70200710";"51";"33451818";"33457778";"secretaria.proasa@proasa.org.br";"GILNEI VIVEIRO DE ABREU";"DIRETOR GERAL";3;"1998-12-18"
"424251";"56211050000172";"PROLIFE ADMINISTRADORA  DE SAUDE LTDA";;"Administradora de BenefÃ­cios";"RUA MADRE MARIA VICTORIA";"90";"SALA 302";"CHARITAS";"NiterÃ³i";"RJ";"24370035";"21";"96422522";;"mariageraldine@elegibilidadebrasil.org";"MARIA GERALDINE COUCEIRO";"ADMINISTRADORA";;"2024-12-16"
"326861";"15214919000155";"PROMÃ‰DICA - PROTEÃ‡ÃƒO MEDICA A EMPRESAS S.A.";"PROMEDICA";"Medicina de Grupo";"RUA SOL NASCENTE";"43 ";"ED. CENTRO MÃ‰DICO EMPRESARIAL VITRAUX  S";"FEDERAÃ‡ÃƒO";"Salvador";"BA";"40210760";"71";"32719103";"32719104";"promedica.ans@promedica.com.br";"JORGE ANTONIO DUARTE OLIVEIRA";"DIRETOR ADMINISTRATIVO-FINANC";3;"1998-12-17"
"417475";"51628360000173";"PRONTO SOCORRO CONDE DE MOREIRA LIMA";"CAS - CONTRATO DE ASSISTÃŠNCIA Ã€ SAÃšDE";"Medicina de Grupo";"RUA DOM BOSCO";"562";;"CENTRO";"Lorena";"SP";"12600100";"12";"33011408";;"gerente.administrativo@caslorena.com.br";"MARIO TEIXEIRA DA SILVA";"DIRETOR ADMINISTRATIVO";6;"2010-08-03"
"305626";"22666341000133";"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A";"PLANO DE SAUDE SAO LUCAS";"Medicina de Grupo";"AV. AFONSO PENA";"544";"SALA 01";"CENTRO";"Montes Claros";"MG";"39400098";"38";"32183000";;"ans@saolucas.org";"DILSON DE QUADROS GODINHO NETO";"PRESIDENTE";5;"1998-12-22"
"301728";"20168589000149";"PRONTOMED PLANOS DE SAÃšDE LTDA";"PRONTOMED LTDA.";"Medicina de Grupo";"AV. SETE DE SETEMBRO";"1161";;"CENTRO";"DivinÃ³polis";"MG";"35500011";"37";"351232013216";"35123209";"prontomed@prontomedmg.com.br";"WALDEMAR HENRIQUE RAUSCH JUNIOR";"SOCIO GERENTE";5;"1998-12-23"
"421383";"29846400000102";"PROPULSÃƒO PLANOS ODONTOLÃ“GICOS LTDA";"PROPULSÃƒO PLANOS ODONTOLÃ“GICOS";"Odontologia de Grupo";"AV ADVOGADO HORACIO RACCANELLO FILHO";"6170";"SALA 5";"ZONA 01";"MaringÃ¡";"PR";"87045200";;;;"rodrigo@propulsaodental.com.br";"RODRIGO DUENHA PORTA";"SÃ“CIO ADMINISTRADOR";6;"2018-09-12"
"422533";"35365314000172";"PROVER ODONTOLOGIA LTDA";"PROVER ODONTO";"Odontologia de Grupo";"RUA DA PAZ";"483";;"JARDIM DOS ESTADOS ";"Campo Grande";"MS";"79020250";"37";"34425831";;"ericsson@proversaude.com.br";"ERICSSON FLAVIO CAVALCANTI";"DIRETOR";3;"2020-12-10"
"422193";"35148586000110";"PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de BenefÃ­cios";"AVENIDA SENADOR FEIJÃ“";"686";"SALA 731";"VILA MATHIAS";"Santos";"SP";"11015504";"13";"32240030";;"notificacao@prudenteadministradora.com.br";"BRAULIO DE SOUSA LIMA";"ADMINISTRADOR";6;"2020-03-26"
"422703";"32543196000157";"PS ASSISTENCIA LTDA";"MEU DENTISTA";"Odontologia de Grupo";"Avenida Eldes Scherrer Souza";"975";"Sala 801";"Parque Residencial Laranjeiras";"Serra";"ES";"29165680";"27";"30655232";;"vinicius.franco@meudentista.com.br";"EDUARDO LUIZ NASCIMENTO PONTES";"Administrador";5;"2021-05-11"
"417173";"07658098000118";"QUALICORP ADMINISTRADORA DE BENEFÃCIOS S.A.";;"Administradora de BenefÃ­cios";"AVENIDA PAULISTA";"1.106";"12Âº ANDAR - PARTE";"BELA VISTA";"SÃ£o Paulo";"SP";"01310914";"11";"31914081";;"juridico_regulatorio_5@qualicorp.com.br";"EDUARDO RIBEIRO FARIA DE OLIVEIRA";"REPRESENTANTE";1;"2010-02-12"
"419290";"17698381000127";"QUALICORP CLUBE DE SAÃšDE ADMINISTRADORA DE BENEFÃCIOS LTDA.";"QUALICORP";"Administradora de BenefÃ­cios";"AVENIDA PAULISTA";"1.106";"12Âº ANDAR -  PARTE";"BELA VISTA";"SÃ£o Paulo";"SP";"01310914";"11";"31913876";;"juridico_regulatorio_5@qualicorp.com.br";"EDUARDO RIBEIRO FARIA DE OLIVEIRA";"REPRESENTANTE ";2;"2014-02-21"
"417131";"10456692000130";"QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ";"QUALIDONTO";"Odontologia de Grupo";"AV. TANCREDO NEVES";"620";"Salas 1805 e 1806";"CAMINHO DAS ÃRVORES";"Salvador";"BA";"41820020";"71";"32762562";;"danilo@qualidonto.com.br";"DANILO AUGUSTO SANTOS CASTRO";"SOCIO ADMINISTRADOR";5;"2009-11-25"
"420999";"27323544000140";"QUALISAUDE ADMINISTRADORA DE BENEFÃCIOS S/A";"QUALISAUDE";"Administradora de BenefÃ­cios";"RUA JOSÃ‰ FRANCISCO DE SOUZA";"148";"2Âº ANDAR - SALA 202";"ESPLANADA";"Colatina";"ES";"29702640";"27";"21012847";;"diretoria@qualisaudeadm.com.br";"BERNARD DE CASTRO DALLA BERNARDINA";"REPRESENTANTE LEGAL";3;"2017-07-21"
"421243";"28400880000102";"QUALITY GOLD SAÃšDE ADMINISTRADORA DE PLANOS DE SAÃšDE LTDA-ME";"QUALITY ADMINISTRADORA";"Administradora de BenefÃ­cios";"RUA IVO PRADO";"79";"LOJA 107";"CAMPO GRANDE";"Rio de Janeiro";"RJ";"23080200";"21";"20708686";;"victordallier@gmail.com";"VICTOR GOMES DALLIER";"SÃ“CIO ADMINISTRADOR";;"2018-09-11"
"418170";"09433795000104";"QUALLITY PRÃ“ SAÃšDE PLANO DE ASSISTÃŠNCIA MÃ‰DICA LTDA.";"QUALLITY PRÃ“ SAÃšDE";"Medicina de Grupo";"SRTVS QD 701 CONJUNTO L ";"38";"BLOCO 01, NÂº 38, LOJAS 10 e 20, BLOCO 02";"ASA SUL";"BrasÃ­lia";"DF";"70340906";;;"30444408";"dir.quallity@quallityprosaude.com.br";"MISAEL ALVES DA SILVA";"ADMINISTRADOR";4;"2011-08-15"
"419389";"19679483000120";"QV BENEFÃCIOS EM SAÃšDE LTDA";"QV BENEFÃCIOS";"Administradora de BenefÃ­cios";"RUA DO ROSÃRIO";"1";"SALA 601";"CENTRO";"Rio de Janeiro";"RJ";"20041003";"21";"22121000";;"qvbeneficios@qvsaude.com.br";"SERGIO SOUTELINHO DE AMORIM";"ADMINISTRADOR";3;"2014-05-05"
"420271";"25205234000104";"R.M.I. OPERADORA DE SAÃšDE INTEGRADA LTDA";"FENIX MEDICAL";"Medicina de Grupo";"RUA PAULO ANTONIO DO NASCIMENTO";"110";"QD F - LOTE 08";"JARDIM COLINA - PORTAL DA ";"Sorocaba";"SP";"18047400";;;;"assistenteadm@fenix.med.br";"ADALTON MURARO DELANHESI";"SÃ“CIO ADMINISTRADOR";6;"2016-11-08"
"418196";"13785956000198";"RAMED ADMINISTRADORA DE BENEFICIOS LTDA.";"RAMED ADMINISTRADORA DE BENEFICIOS LTDA.";"Administradora de BenefÃ­cios";"RUA SETE DE ABRIL";"97";"11 ANDAR";"REPÃšBLICA";"SÃ£o Paulo";"SP";"01043000";;"32188500";;"caho8@hotmail.com";"CAMILA ALEJANDRA HENRIQUEZ OYARCE";"SÃ“CIA ADMINISTRADORA";;"2011-09-13"
"418862";"68737857000122";"RBS PARTICIPAÃ‡Ã•ES S/A";;"AutogestÃ£o";"AV. Ã‰RICO VERÃSSIMO";"400";;"MENINO DEUS";"Porto Alegre";"RS";"90160180";"51";"32186234";;"caf@gruporbs.com.br";"DEISY BORGES DE OLIVEIRA";"REPRESENTANTE LEGAL";;"2013-05-16"
"331317";"34269803000168";"REAL GRANDEZA - FUNDAÃ‡ÃƒO DE PREVIDÃŠNCIA E ASSISTÃŠNCIA SOCIAL";;"AutogestÃ£o";"RUA MENA BARRETO";"143";;"BOTAFOGO";"Rio de Janeiro";"RJ";"22271100";"21";"25286912";"25286938";"presidencia@frg.com.br";"SÃ‰RGIO WILSON FERRAZ FONTES";"REPRESENTANTE LEGAL PERANTE A ANS";4;"1999-01-05"
"423513";"42115166000101";"REAL GRANDEZA SAÃšDE";;"AutogestÃ£o";"RUA MENA BARRETO";"143";"ANDAR 8";"BOTAFOGO";"Rio de Janeiro";"RJ";"22271100";;;;"rgs@frg.com.br";"SÃ‰RGIO WILSON FERRAZ FONTES";"REPRESENTANTE LEGAL PERANTE A ANS";;"2022-12-26"
"418773";"16757674000175";"RENASCER ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de BenefÃ­cios";"AVENIDA DAS AMERICAS";"500";"BLOCO 23 SALA 215";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22640100";"21";"35531692";;"leonardo@unimedicasaude.com";"LEANDRO DA SILVEIRA SANTOS";"SÃ“CIO-ADMINISTRADOR";6;"2013-01-11"
"418692";"13746922000194";"RESOLVE ADMINISTRADORA DE BENEFÃCIOS LTDA";"RESOLVE ADMINISTRADORA DE BENEFÃCIOS LTDA";"Administradora de BenefÃ­cios";"RUA TREZE DE MAIO";"527";"SALA AB";"CENTRO";"Teresina";"PI";"64001150";"86";"30852160";"32225809";"resolveadm@resolveadministradora.com.br";"SARA JAMES DA SILVA MENESES";"SOCIA ADMINISTRADORA";3;"2012-12-10"
"422878";"39870673000138";"RG SAÃšDE ADMINISTRADORA DE BENEFICIOS LTDA";"RG SAÃšDE";"Administradora de BenefÃ­cios";"RUA OMAR CINTRA DAMIÃƒO ";"355";;"VILA DINIZ";"SÃ£o JosÃ© do Rio Preto";"SP";"15013260";"17";"32238880";;"ribeiroegoulart@gmail.com";"TIAGO HENRIQUE GOULART";"diretor";6;"2021-07-09"
"417149";"03524677000117";"RIBERDENTE SERVIÃ‡OS ODONTOLÃ“GICOS S/S LTDA";;"Odontologia de Grupo";"RUA LUIZ DA CUNHA";"736";;"VILA TIBÃ©RIO";"RibeirÃ£o Preto";"SP";"14050040";"16";"36258278";;"parceriariberdente@hotmail.com";"RONALDO DONISETTI DE OLIVEIRA";"SÃ³CIO PROPRIETÃ¡RIO - ADMINISTR";6;"2009-11-25"
"421359";"29910807000143";"RIO DOCE SAÃšDE";"RIO DOCE SAÃšDE";"Medicina de Grupo";"Avenida Presidente Vargas";"1198";;"Centro";"Linhares";"ES";"29900210";"27";"21031750";;"assessoria@riodocesaude.com.br";"DALZISO ANTONIO ARMANI";"Presidente";5;"2018-08-15"
"415243";"07154253000169";"RODRIGUES LEIRA ODONTOLOGIA LTDA.";"SERMED ODONTO";"Odontologia de Grupo";"RUA EPITÃCIO PESSOA";"1.722";;"CENTRO";"SertÃ£ozinho";"SP";"14160180";"16";"35111601";;"joana.odonto@sermedsaude.com.br";"ANTONIO CATRUNFO LEIRA";"SOCIO DIRETOR";6;"2005-08-03"
"415821";"67989434000137";"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.";"ROPE";"Odontologia de Grupo";"RUA PEDRO DE TOLEDO";"980";"CJ.16";"VILA CLEMENTINO";"SÃ£o Paulo";"SP";"04039020";"11";"55791829";"55791829";"ropeodontologia@terra.com.br";"RONALDO PETITI JUNIOR";"DIRETOR";4;"2006-11-17"
"324493";"69259356000140";"S.P.A SAUDE- SISTEMA DE PROMOÃ‡ÃƒO ASSISTENCIAL";"SISTEMA PAULISTA DE ASSISTÃŠNCIA SAÃšDE";"AutogestÃ£o";"RUA MAESTRO CARDIM";"1191";"8Âº ANDAR";"PARAÃSO";"SÃ£o Paulo";"SP";"01323001";"11";"31463131";;"spa.ans@spasaude.org.br";"RICARDO DE OLIVEIRA GARCIA";"SUPERINTENDENTE ";2;"1998-12-17"
"420981";"27113113000150";"S1 OPERADORA DE PLANO DE SAÃšDE LTDA";"S1 SAÃšDE";"Medicina de Grupo";"SCS QUADRA 03 BLOCO A";"107";"1Âº AND SL. 101 ED. ANTONIA A. P. DE SOUS";"ASA SUL";"BrasÃ­lia";"DF";"70303907";"61";"32215300";;"Raquel@s1saude.com.br";"RAQUEL SILVA ESPIRITO SANTO DE SOUSA";"DIRETORA";4;"2017-11-27"
"418439";"14452934000179";"SAFE LIFE ADMINISTRADORA DE BENEFÃCIOS LTDA";;"Administradora de BenefÃ­cios";"RUA CONSELHEIRO CRISPINIANO ";"53";"10Âº ANDAR - Conjuntos 101 e 102";"REPÃšBLICA";"SÃ£o Paulo";"SP";"01037001";"11";"35243100";;"safelife@safelife.com.br";"NILSON LANA MACHADO FILHO";"ADMINISTRADOR";4;"2012-03-14"
"423815";"51212821000122";"SAGRADA SAÃšDE ASSISTÃŠNCIA MÃ‰DICA LTDA";"PLANO SAGRADA SAUDE";"Medicina de Grupo";"Av Minas Gerais";"90";"loja 11";"Miranda";"Araguari";"MG";"38444128";;;;"diretoriaadm@sagradasaude.com.br";"PEDRO HENRIQUE OLIVEIRA ASCENCAO";"Diretor JurÃ­dico";;"2024-01-02"
"419567";"19663787000108";"SALUPLAN ADMINISTRADORA DE BENEFÃCIOS LTDA";"SALUPLAN ADMINISTRADORA DE BENEFÃCIOS LTDA";"Administradora de BenefÃ­cios";"CALÃ§ADA ALDEBARÃ£";"153";"2Âº ANDAR, Sl 22, PARTE, CENTRO DE APOIO ";"ALPHAVILLE";"Santana de ParnaÃ­ba";"SP";"06541055";"11";"31275400";"31275443";"LUCIANO@MEZZOPLANEJAMENTO.COM.BR";"LUCIANO BASTOS";"SÃ³CIO-ADMINISTRADOR";6;"2014-10-06"
"422746";"40038813000195";"SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA";;"Medicina de Grupo";"Av Dr JosÃ© BonifÃ¡cio Coutinho Nogueira";"150";"TÃ©rreo";"Jd. Madalena";"Campinas";"SP";"13091611";"19";"981572304";;"adilson@salusmedsaude.com.br";"JOSÃ‰ ADILSON BONATTO";"Diretor";6;"2021-05-11"
"422860";"41397957000109";"SALUTY ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de BenefÃ­cios";"Avenida Ator JosÃ© Wilker";"605";"bloco B - Sala 659";"JacarepaguÃ¡";"Rio de Janeiro";"RJ";"22775024";;;;"leonardo@unimedicasaude.com";"PABLO DAMIAO DA SILVA SANTOS";"SÃ“CIO ADMINISTRADOR";6;"2021-06-14"
"424421";"58324562000170";"SALVE SAÃšDE ADMINISTRADORA DE BENEFÃCIOS LTDA";"SALVE SAÃšDE";"Administradora de BenefÃ­cios";"Rua do RosÃ¡rio";"01";"5Âº Andar";"Centro";"Rio de Janeiro";"RJ";"20041003";"21";"22112043";;"paulo@salvesaude.com.br";"PAULO ROBERTO GONZAGA CAMPOS";"ADMINISTRADOR";;"2025-03-24"
"415901";"41369935000127";"SAME-SERVIÃ‡O DE ASSISTÃŠNCIA MÃ‰DICA EMPRESARIAL LTDA.";"SAME";"Medicina de Grupo";"RODOVIA 222 - KM 02";"S/N";;"JARDIM AMÃ‰RICA";"AÃ§ailÃ¢ndia";"MA";"65930000";"99";"35381750";"35381038";"samemedicina19@gmail.com";"FRANCISCO DE ASSIS BANDEIRA";"REPRESENTANTE JUNTO A ANS";6;"2007-01-29"
"335614";"31466949000105";"SAMEDIL SERVIÃ‡OS DE ATENDIMENTO MÃ‰DICO S/A";"MEDSENIOR";"Medicina de Grupo";"RUA PEDRO FONSECA";"170";;"MONTE BELO";"VitÃ³ria";"ES";"29053280";"27";"30255505";;"samedil@medsenior.com.br";"MAELY GUILHERME BOTELHO COELHO FILHO";"DIRETOR ADMINISTRATIVO FINANCEIRO";4;"1998-12-30"
"367095";"84537141000138";"SAMEL PLANO DE SAÃšDE LTDA";"SAMEL";"Medicina de Grupo";"RUA JOAQUIM NABUCO";"1666";;"CENTRO";"Manaus";"AM";"69020031";"92";"21292200";"21292256";"contabilidade@samel.com.br";"LUÃS ALBERTO SALDANHA NICOLAU";"DIRETOR EXECUTIVO";5;"1998-12-29"
"422398";"36567721000125";"SAMI ASSISTÃŠNCIA MÃ‰DICA LTDA";;"Medicina de Grupo";"ALAMEDA VICENTE PINZON";"54";"SALAS 11A E 11 B";"VILA OLIMPIA";"SÃ£o Paulo";"SP";"04547130";"11";"993645067";;"nadja.ferreira@samisaude.com";"NADJA ARAUJO FERREIRA";"GERENTE";4;"2020-09-10"
"340162";"42425561000182";"SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA";"SAMIG SAÃšDE ";"Medicina de Grupo";"Estrada do DendÃª";"563";"TauÃ¡";"ILHA DO GOVERNADOR";"Rio de Janeiro";"RJ";"21920000";"21";"33839444";;"regulacao.ans@samig.com.br";"ANDERSON DA SILVA MARQUES";"SÃ³cio Administrador";4;"1998-12-28"
"343676";"33721226000130";"SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÃ‰DICA E ODONTO CIRÃšRGICA";"SAMOC";"Medicina de Grupo";"RUA SILVIO ROMERO";"37";;"SANTA TEREZA";"Rio de Janeiro";"RJ";"20230100";"21";"25088395";"25088395";"samoc@samoc.com.br";"JOSE ROBERTO SCAF";"DIRETOR GERAL";4;"1998-12-17"
"342033";"02403281000159";"SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA";"SAMP";"Medicina de Grupo";"RUA PADRE ANTONIO RIBEIRO PINTO";"195";"SALAS 301,401 A 406 ED. GUIZZARDI CENTER";"PRAIA DO SUÃ";"VitÃ³ria";"ES";"29052290";"27";"33349000";"33258288";"assessoriajuridica@samp.com.br";"FÃBIO MINAMISAWA HIROTA";"REPRESENTANTE";3;"1998-12-22"
"408522";"24729097000136";"SANTA CASA DA MISERICÃ“RDIA DE SÃƒO JOÃƒO DEL REI";"SASC SANTA CASA DE SAÃšDE COMPLEMENTAR";"Filantropia";"AVENIDA TIRADENTES";"389";;"CENTRO";"SÃ£o JoÃ£o del Rei";"MG";"36307346";"03";"233792000";"233792051";"ass.adm.santacasa@gmail.com";"AGOSTINHO SIMOES COELHO";"PROVEDOR";6;"1999-09-23"
"421197";"08225953000160";"SANTA CASA DE MAUÃ SAÃšDE";"SANTA CASA DE MAUÃ SAÃšDE";"Medicina de Grupo";"AVENIDA DOM JOSÃ‰ GASPAR";"168";;"MATRIZ";"MauÃ¡";"SP";"09370670";"11";"55554643";;"superintendencia@santacasamaua.org.br";"HARRY HORST WALENDY FILHO";"PRESIDENTE";5;"2018-03-18"
"345091";"59849182000112";"SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA";"SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA";"Filantropia";"RUA PIRATININGA";"1221";;"CENTRO";"SÃ£o Joaquim da Barra";"SP";"14600000";"16";"38104000";"38104022";"jadestro@netsite.com.br";"ANTONIO LUIS SOARES";"PROVEDOR";5;"1998-12-24"
"353264";"59901454000186";"SANTA CASA DE MISERICORDIA DE SÃƒO JOSÃ‰ DO RIO PARDO - HOSPITAL SÃƒO VICENTE";"SANTA CASA DE MISERICORDIA DE SÃƒO JOSÃ‰ DO RIO PARDO - HOSPITAL S";"Filantropia";"RUA CEL ALIPIO DIAS";"620";;"CENTRO";"SÃ£o JosÃ© do Rio Pardo";"SP";"13720000";"19";"36084000";"36082000";"adm@savisa.com.br";"EDSON ROBERTO FURLAN";"PROVEDOR";6;"1998-12-31"
"342807";"21575709000195";"SANTA CASA DE MISERICÃ“RDIA DE JUIZ DE FORA";"SANTA CASA DE MISERICÃ“RDIA DE JUIZ DE FORA";"Filantropia";"AV. BARÃƒO DO RIO BRANCO";"3353";;"PASSOS";"Juiz de Fora";"MG";"36021630";"32";"32292239";"32162557";"santacasa@santacasajf.org.br";"JOSÃ‰ SEBASTIÃƒO PEDROSA";"PRESIDENTE DO CONS ADM.";5;"1998-12-22"
"306045";"72547623000190";"SANTA CASA DE MISERICÃ“RDIA DE TUPÃƒ";"PLANO SANTA CASA SAUDE DE TUPÃƒ";"Filantropia";"RUA MANOEL FERREIRA DAMIÃƒO";"426";;"VILA ABARCA";"TupÃ£";"SP";"17601901";"14";"34045555";;"administrador@santacasatupa.org.br";"CLAUDINES LUCHI ARROYO";"PROVEDOR";5;"1998-12-28"
"330116";"72957814000120";"SANTA CASA DE MISERICÃ“RDIA DE VOTUPORANGA";"SANSAÃšDE";"Filantropia";"RUA MINAS GERAIS";"3051";;"SANTA ELISA";"Votuporanga";"SP";"15500000";"17";"34059133";"34059133";"adm@sansaude.com.br";"AMARO RICARDO QUEIROZ RODERO";"Provedor";6;"1998-12-22"
"344915";"44945962000199";"SANTA CASA DE MISERICÃ“RDIA E ASILO DOS POBRES DE BATATAIS";"SANTA CASA SAÃšDE";"Filantropia";"AV DR. MANOEL FURTADO";"235";;"CENTRO";"Batatais";"SP";"14300000";"16";"36601444";"36601515";"planosaude@santacasabatatais.com.br";"MARIA HELENA NORI BOMBONATO";"PROVEDORA";5;"1998-12-28"
"422762";"55990451000105";"SANTA CASA DE MISERICÃ“RDIA E BENEFICÃŠNCIA PORTUGUESA";;"Filantropia";"RUA TIBIRIÃ‡A";"1172";;"CENTRO";"RibeirÃ£o Preto";"SP";"14010090";"16";"39775501";;"ans@beneribeiraopreto.com";"RICARDO MARQUES";"DIRETOR PRESIDENTE";5;"2021-05-24"
"420085";"23053901000147";"SANTA CASA DE SAÃšDE - SCS";"SCS";"Medicina de Grupo";"AVENIDA CEZAR HILAL";"391";;"BENTO FERREIRA";"VitÃ³ria";"ES";"29050657";;;;"ans@santacasadesaude.com";"MARIA DA PENHA RODRIGUES D'AVILA";"PROVEDORA";5;"2016-03-30"
"355097";"43293604000186";"SANTA HELENA ASSISTÃŠNCIA MÃ‰DICA S/A.";"SANTA HELENA SAÃšDE";"Medicina de Grupo";"RUA BERING";"114";;"JARDIM DO MAR";"SÃ£o Bernardo do Campo";"SP";"09750510";"11";"43481111";"43376808";"marli.mendes@sham.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"Diretor";5;"1998-12-18"
